client_id,day1_v_avg,day1_i_std,day1_t_max,day1_r_int,day2_v_avg,day2_i_std,day2_t_max,day2_r_int,day3_v_avg,day3_i_std,day3_t_max,day3_r_int,day4_v_avg,day4_i_std,day4_t_max,day4_r_int,day5_v_avg,day5_i_std,day5_t_max,day5_r_int,day6_v_avg,day6_i_std,day6_t_max,day6_r_int,day7_v_avg,day7_i_std,day7_t_max,day7_r_int,soh
5957,12.69,0.89,27.51,0.0163,12.6,0.74,30.9,0.013,12.7,0.81,39.46,0.0156,12.65,0.63,30.05,0.013,12.7,0.58,31.46,0.013,12.6,0.78,30.63,0.0176,12.6,0.83,28.65,0.013,91.5
5958,12.7,0.75,31.57,0.0177,12.68,0.53,33.51,0.0157,12.62,0.38,41.23,0.013,12.68,0.45,32.17,0.0158,12.6,0.85,31.84,0.0188,12.63,0.78,27.07,0.0139,12.53,0.54,29.29,0.0137,91.5
5959,12.68,0.33,29.53,0.0137,12.64,0.51,32.84,0.013,12.7,0.6,40.01,0.013,12.7,0.43,29.04,0.0135,12.62,0.84,29.69,0.013,12.7,0.32,28.71,0.013,12.58,0.77,27.61,0.013,91.5
5960,12.7,0.48,29.23,0.013,12.7,0.39,34.57,0.025,12.59,0.47,41.54,0.013,12.54,0.9,34.65,0.013,12.63,0.47,34.51,0.013,12.69,0.34,28.99,0.0222,12.62,0.63,30.77,0.013,91.5
5961,12.66,0.86,31.01,0.013,12.7,0.73,28.7,0.0162,12.64,0.33,38.37,0.0177,12.63,0.38,31.9,0.013,12.7,0.81,34.21,0.013,12.7,0.71,30.44,0.013,12.58,0.78,30.86,0.013,91.5
5962,12.7,0.76,34.19,0.013,12.65,0.45,27.78,0.0189,12.7,0.48,39.06,0.0135,12.59,0.82,28.74,0.013,12.62,0.44,31.1,0.0155,12.57,0.64,33.22,0.0244,12.63,0.86,28.72,0.025,91.5
5963,12.7,0.84,31.92,0.0165,12.64,0.74,31.76,0.0189,12.65,0.34,38.2,0.013,12.64,0.45,33.15,0.013,12.61,0.86,32.1,0.013,12.58,0.3,30.8,0.0177,12.64,0.64,27.97,0.013,91.5
5964,12.63,0.5,33.3,0.013,12.63,0.83,30.39,0.0131,12.65,0.53,39.24,0.0187,12.6,0.55,28.74,0.0192,12.66,0.34,31.89,0.0145,12.62,0.82,28.11,0.013,12.66,0.58,34.45,0.013,91.5
5965,12.7,0.73,31.85,0.013,12.66,0.67,29.75,0.013,12.59,0.49,41.83,0.013,12.7,0.81,32.69,0.0139,12.69,0.72,30.71,0.013,12.62,0.36,30.91,0.0138,12.55,0.85,30.18,0.0168,91.5
5966,12.7,0.75,32.58,0.016,12.7,0.66,33.22,0.025,12.63,0.56,41.78,0.013,12.59,0.79,30.75,0.015,12.68,0.9,29.44,0.013,12.7,0.88,29.23,0.013,12.65,0.54,28.05,0.013,91.5
5967,12.7,0.48,30.53,0.013,12.68,0.48,31.3,0.013,12.59,0.52,41.47,0.0141,12.61,0.35,32.07,0.0233,12.58,0.9,33.41,0.0171,12.59,0.73,33.49,0.0154,12.67,0.82,28.83,0.013,91.5
5968,12.7,0.67,34.38,0.0138,12.7,0.72,29.61,0.013,12.61,0.6,39.62,0.0155,12.65,0.42,28.51,0.013,12.68,0.82,32.41,0.0164,12.62,0.34,27.8,0.0184,12.6,0.52,31.67,0.022,91.5
5969,12.7,0.64,31.05,0.0135,12.61,0.72,31.22,0.0146,12.7,0.9,40.98,0.013,12.7,0.79,27.6,0.013,12.66,0.64,27.51,0.0189,12.68,0.7,32.53,0.013,12.64,0.88,34.63,0.0163,91.5
5970,12.67,0.5,31.39,0.013,12.59,0.7,34.49,0.013,12.61,0.83,41.61,0.0176,12.68,0.45,32.6,0.0164,12.7,0.84,33.35,0.0208,12.61,0.73,27.0,0.013,12.65,0.37,34.16,0.013,91.5
5971,12.7,0.75,31.11,0.013,12.64,0.68,29.05,0.013,12.69,0.9,42.09,0.013,12.66,0.87,27.74,0.013,12.64,0.6,29.94,0.013,12.65,0.82,32.65,0.0171,12.54,0.55,32.0,0.0228,91.5
5972,12.7,0.85,29.48,0.0217,12.7,0.45,30.73,0.0142,12.67,0.54,39.03,0.013,12.7,0.36,29.76,0.013,12.61,0.45,28.48,0.0161,12.62,0.75,33.05,0.0135,12.64,0.33,28.96,0.013,91.5
5973,12.7,0.8,28.86,0.015,12.67,0.65,29.3,0.0143,12.62,0.87,41.27,0.013,12.7,0.67,34.14,0.0204,12.55,0.8,33.43,0.013,12.61,0.6,28.96,0.025,12.62,0.3,28.01,0.0133,91.5
5974,12.59,0.79,27.69,0.013,12.7,0.79,31.5,0.0141,12.61,0.3,38.4,0.013,12.63,0.53,31.9,0.0156,12.7,0.32,30.91,0.0163,12.56,0.85,33.82,0.0208,12.66,0.5,31.13,0.013,91.5
5975,12.7,0.54,32.72,0.0147,12.7,0.55,34.21,0.013,12.7,0.67,37.99,0.013,12.66,0.47,29.91,0.013,12.7,0.76,33.15,0.013,12.64,0.87,33.63,0.013,12.58,0.3,32.37,0.0166,91.5
5976,12.67,0.53,29.31,0.0222,12.64,0.42,32.17,0.013,12.7,0.68,41.91,0.013,12.68,0.38,34.86,0.013,12.61,0.85,27.49,0.0175,12.63,0.37,33.19,0.0175,12.7,0.61,28.78,0.013,91.5
5977,12.7,0.75,30.14,0.0134,12.7,0.77,28.63,0.013,12.7,0.3,40.87,0.013,12.59,0.36,33.29,0.0185,12.62,0.59,28.32,0.013,12.69,0.3,30.05,0.013,12.61,0.41,32.53,0.0144,91.5
5978,12.7,0.55,34.33,0.0207,12.7,0.84,28.05,0.0192,12.66,0.67,42.15,0.013,12.7,0.38,28.57,0.013,12.61,0.64,32.6,0.013,12.63,0.34,30.05,0.013,12.6,0.56,30.65,0.0248,91.5
5979,12.7,0.43,31.51,0.013,12.7,0.31,27.26,0.0181,12.65,0.36,40.92,0.0149,12.7,0.88,32.68,0.0169,12.68,0.73,26.94,0.0182,12.61,0.4,34.84,0.013,12.64,0.36,33.53,0.013,91.5
5980,12.7,0.63,27.78,0.013,12.61,0.6,33.75,0.0133,12.58,0.9,39.53,0.013,12.63,0.53,32.84,0.0197,12.62,0.46,32.24,0.0208,12.52,0.67,31.3,0.0142,12.55,0.78,34.82,0.013,91.5
5981,12.65,0.41,33.38,0.013,12.59,0.3,30.82,0.013,12.67,0.54,40.98,0.013,12.66,0.42,33.82,0.013,12.64,0.32,29.26,0.0136,12.62,0.45,27.19,0.013,12.7,0.33,33.32,0.013,91.5
5982,12.7,0.74,28.96,0.0229,12.66,0.54,30.42,0.018,12.6,0.88,41.29,0.013,12.65,0.9,29.54,0.013,12.66,0.79,31.76,0.0186,12.7,0.7,33.56,0.016,12.66,0.57,27.92,0.0148,91.5
5983,12.7,0.42,31.39,0.013,12.67,0.54,29.0,0.0229,12.64,0.54,38.12,0.013,12.7,0.59,33.02,0.0219,12.6,0.54,30.6,0.013,12.64,0.78,32.17,0.013,12.57,0.43,34.6,0.0158,91.5
5984,12.7,0.46,31.11,0.0139,12.7,0.45,30.51,0.0174,12.65,0.37,41.53,0.013,12.68,0.8,27.81,0.0143,12.68,0.61,34.92,0.0222,12.6,0.4,30.32,0.0143,12.56,0.87,27.9,0.015,91.5
5985,12.7,0.86,28.94,0.0217,12.64,0.61,29.73,0.0219,12.62,0.42,39.89,0.013,12.66,0.8,31.05,0.013,12.7,0.54,27.03,0.0175,12.67,0.51,30.84,0.0146,12.61,0.54,30.44,0.0222,91.5
5986,12.67,0.69,27.99,0.0179,12.7,0.73,33.0,0.0172,12.7,0.56,39.14,0.0132,12.7,0.6,30.47,0.013,12.7,0.72,34.49,0.013,12.64,0.73,27.88,0.0194,12.7,0.82,27.95,0.0142,91.5
5987,12.66,0.77,28.75,0.0149,12.63,0.54,32.63,0.0213,12.7,0.85,40.04,0.0132,12.7,0.66,33.76,0.013,12.66,0.38,33.32,0.013,12.53,0.37,33.92,0.0159,12.53,0.74,28.64,0.0165,91.5
5988,12.7,0.66,27.73,0.0194,12.7,0.44,30.55,0.0151,12.7,0.31,38.01,0.014,12.69,0.6,31.81,0.013,12.56,0.79,28.32,0.0223,12.7,0.5,29.75,0.0162,12.63,0.63,31.79,0.013,91.5
5989,12.7,0.83,29.17,0.013,12.66,0.48,32.22,0.013,12.7,0.47,38.97,0.0177,12.7,0.83,32.85,0.0203,12.61,0.71,34.88,0.013,12.6,0.6,34.63,0.013,12.61,0.67,28.66,0.013,91.5
5990,12.68,0.76,34.94,0.0156,12.7,0.67,31.72,0.014,12.7,0.58,40.41,0.013,12.68,0.61,29.91,0.013,12.61,0.3,32.68,0.013,12.6,0.36,31.95,0.018,12.7,0.49,28.03,0.0216,91.5
5991,12.7,0.63,30.21,0.013,12.67,0.89,32.19,0.016,12.7,0.66,38.62,0.013,12.58,0.79,33.76,0.0178,12.66,0.88,32.17,0.0153,12.58,0.57,34.32,0.0131,12.65,0.48,30.17,0.0171,91.5
5992,12.7,0.9,33.88,0.013,12.58,0.6,33.14,0.013,12.7,0.49,41.63,0.0179,12.7,0.68,33.29,0.013,12.67,0.36,32.89,0.013,12.7,0.77,27.19,0.013,12.67,0.3,34.67,0.013,91.5
5993,12.65,0.3,31.38,0.014,12.7,0.83,27.75,0.013,12.65,0.6,42.2,0.013,12.66,0.82,30.79,0.0208,12.64,0.44,28.68,0.0166,12.6,0.82,30.45,0.0156,12.62,0.86,35.03,0.013,91.5
5994,12.7,0.86,32.29,0.0189,12.7,0.86,33.7,0.0138,12.7,0.38,38.6,0.0213,12.59,0.9,33.13,0.013,12.65,0.34,34.37,0.013,12.64,0.51,30.91,0.013,12.62,0.47,30.7,0.013,91.5
5995,12.7,0.45,28.29,0.0208,12.64,0.63,29.25,0.0144,12.64,0.81,41.04,0.013,12.59,0.46,30.08,0.0146,12.67,0.82,29.33,0.0149,12.52,0.31,27.28,0.0142,12.54,0.73,30.63,0.0155,91.5
5996,12.7,0.57,29.15,0.013,12.7,0.33,30.04,0.0133,12.7,0.9,41.18,0.013,12.64,0.47,31.5,0.013,12.65,0.39,31.56,0.0133,12.52,0.59,32.7,0.0187,12.64,0.32,31.11,0.0149,91.5
5997,12.7,0.4,31.03,0.013,12.66,0.8,29.26,0.0204,12.7,0.52,39.68,0.0137,12.65,0.38,27.63,0.0223,12.66,0.79,31.86,0.0156,12.57,0.62,30.57,0.013,12.65,0.46,30.51,0.0176,91.5
5998,12.64,0.56,34.08,0.013,12.62,0.9,33.67,0.018,12.66,0.69,41.13,0.0148,12.68,0.86,33.18,0.013,12.52,0.42,30.7,0.0134,12.65,0.75,32.72,0.013,12.59,0.3,30.47,0.013,91.5
5999,12.7,0.6,27.38,0.0227,12.66,0.83,33.93,0.0193,12.61,0.63,42.09,0.0143,12.67,0.75,30.5,0.013,12.69,0.52,29.96,0.013,12.66,0.78,30.74,0.0159,12.55,0.86,28.7,0.0177,91.5
6000,12.64,0.9,31.04,0.0204,12.68,0.89,28.21,0.0185,12.7,0.44,41.19,0.0233,12.7,0.55,29.61,0.013,12.68,0.89,31.86,0.0149,12.63,0.5,30.82,0.013,12.69,0.66,33.8,0.013,91.5
6001,12.64,0.82,27.45,0.013,12.62,0.46,31.24,0.013,12.63,0.9,41.44,0.013,12.7,0.65,33.9,0.013,12.65,0.73,29.16,0.018,12.63,0.35,32.59,0.0168,12.55,0.68,33.55,0.0166,91.5
6002,12.67,0.9,30.69,0.0213,12.7,0.5,29.97,0.013,12.69,0.7,40.43,0.0132,12.7,0.33,33.28,0.0214,12.7,0.69,28.83,0.025,12.6,0.58,31.14,0.013,12.58,0.37,28.27,0.013,91.5
6003,12.65,0.5,32.13,0.013,12.61,0.72,28.41,0.013,12.69,0.85,41.73,0.0178,12.66,0.71,28.89,0.013,12.67,0.52,28.19,0.018,12.7,0.81,29.06,0.0164,12.53,0.74,31.47,0.018,91.5
6004,12.67,0.87,32.99,0.0163,12.66,0.63,31.42,0.017,12.68,0.59,41.81,0.0147,12.6,0.82,33.79,0.013,12.59,0.82,30.53,0.013,12.7,0.65,27.99,0.013,12.54,0.63,33.12,0.0199,91.5
6005,12.69,0.6,28.19,0.013,12.64,0.85,29.91,0.013,12.68,0.4,39.06,0.013,12.62,0.7,30.0,0.016,12.67,0.51,33.89,0.0175,12.69,0.89,34.02,0.0144,12.62,0.88,33.11,0.013,91.5
6006,12.7,0.88,28.34,0.0238,12.7,0.42,32.67,0.013,12.66,0.86,38.54,0.013,12.58,0.34,31.51,0.0246,12.65,0.83,29.36,0.013,12.51,0.83,34.9,0.0212,12.63,0.5,27.56,0.013,91.5
6007,12.68,0.37,30.83,0.013,12.61,0.62,33.68,0.013,12.63,0.71,39.74,0.013,12.58,0.33,28.96,0.013,12.61,0.56,32.82,0.0176,12.64,0.78,27.78,0.013,12.66,0.6,29.5,0.0206,91.5
6008,12.62,0.58,35.06,0.013,12.7,0.87,27.12,0.013,12.7,0.57,39.4,0.013,12.65,0.38,30.79,0.0192,12.7,0.78,33.59,0.013,12.61,0.6,32.14,0.0151,12.57,0.58,31.94,0.0165,91.5
6009,12.7,0.9,29.84,0.013,12.7,0.49,31.47,0.0135,12.7,0.75,40.0,0.0136,12.6,0.41,34.81,0.0211,12.61,0.34,31.05,0.0134,12.62,0.36,30.4,0.013,12.63,0.56,32.11,0.013,91.5
6010,12.66,0.88,30.39,0.025,12.62,0.45,31.7,0.013,12.7,0.76,39.84,0.013,12.7,0.82,32.41,0.013,12.7,0.7,29.35,0.013,12.65,0.63,27.54,0.0181,12.66,0.72,33.15,0.015,91.5
6011,12.7,0.77,30.43,0.0143,12.67,0.58,29.66,0.0188,12.7,0.33,38.64,0.013,12.7,0.84,34.52,0.0179,12.6,0.61,32.62,0.013,12.69,0.68,30.74,0.013,12.62,0.37,33.97,0.0181,91.5
6012,12.7,0.8,27.67,0.013,12.68,0.39,33.36,0.0181,12.65,0.56,40.19,0.013,12.67,0.3,28.66,0.013,12.62,0.65,34.6,0.013,12.62,0.81,27.57,0.013,12.64,0.4,32.29,0.013,91.5
6013,12.7,0.5,33.14,0.013,12.7,0.48,34.28,0.0174,12.7,0.33,39.42,0.0139,12.62,0.41,29.4,0.0135,12.59,0.5,27.56,0.013,12.68,0.81,28.17,0.013,12.6,0.59,31.99,0.013,91.5
6014,12.7,0.74,29.0,0.013,12.65,0.62,33.11,0.0174,12.7,0.43,41.76,0.0146,12.62,0.76,32.68,0.0136,12.61,0.75,34.64,0.0174,12.63,0.74,31.83,0.013,12.56,0.9,27.75,0.013,91.5
6015,12.7,0.68,32.69,0.0157,12.7,0.37,31.21,0.025,12.69,0.78,41.67,0.0231,12.7,0.49,28.78,0.0176,12.64,0.84,27.36,0.013,12.63,0.56,29.95,0.0173,12.63,0.75,34.72,0.015,91.5
6016,12.66,0.37,30.83,0.013,12.69,0.51,27.06,0.0141,12.7,0.6,40.13,0.017,12.68,0.9,28.55,0.0148,12.67,0.66,28.43,0.013,12.57,0.85,33.35,0.013,12.58,0.9,31.05,0.0196,91.5
6017,12.7,0.36,31.78,0.0185,12.7,0.37,30.35,0.013,12.62,0.45,38.64,0.013,12.69,0.71,34.63,0.013,12.62,0.37,28.45,0.013,12.65,0.76,33.5,0.013,12.59,0.88,29.1,0.013,91.5
6018,12.7,0.41,27.37,0.017,12.64,0.87,32.53,0.0233,12.68,0.73,41.4,0.013,12.7,0.58,32.36,0.0204,12.7,0.41,33.94,0.013,12.66,0.53,27.55,0.0158,12.69,0.51,33.3,0.0133,91.5
6019,12.69,0.75,34.23,0.013,12.67,0.72,28.31,0.013,12.7,0.47,38.6,0.0168,12.67,0.47,27.33,0.0151,12.65,0.45,29.48,0.0206,12.61,0.82,31.48,0.0182,12.58,0.74,34.98,0.013,91.5
6020,12.7,0.42,29.01,0.0192,12.69,0.83,33.22,0.013,12.68,0.65,39.49,0.013,12.67,0.51,31.04,0.0165,12.61,0.68,28.46,0.0215,12.6,0.57,33.93,0.0154,12.58,0.49,32.52,0.013,91.5
6021,12.7,0.63,32.33,0.0176,12.69,0.44,31.87,0.017,12.59,0.32,39.41,0.013,12.7,0.7,28.52,0.0154,12.61,0.54,32.35,0.013,12.59,0.76,30.08,0.013,12.52,0.66,33.03,0.0182,91.5
6022,12.7,0.54,33.31,0.0138,12.68,0.3,29.7,0.0138,12.7,0.53,40.18,0.0156,12.52,0.76,32.62,0.0236,12.7,0.76,33.98,0.0155,12.68,0.57,28.14,0.013,12.57,0.64,31.76,0.013,91.5
6023,12.7,0.66,31.26,0.013,12.7,0.48,33.71,0.0232,12.66,0.6,41.5,0.0173,12.59,0.4,30.42,0.013,12.56,0.69,29.67,0.0133,12.7,0.3,33.86,0.0142,12.61,0.62,30.25,0.0144,91.5
6024,12.69,0.67,29.72,0.0151,12.7,0.3,32.19,0.0151,12.7,0.66,38.19,0.013,12.7,0.57,29.02,0.013,12.7,0.55,31.9,0.025,12.7,0.48,28.4,0.013,12.64,0.69,29.77,0.0181,91.5
6025,12.68,0.68,34.92,0.015,12.7,0.84,29.45,0.013,12.67,0.36,38.94,0.0185,12.62,0.53,30.47,0.013,12.7,0.83,27.97,0.0142,12.68,0.5,27.15,0.0142,12.69,0.66,27.07,0.0144,91.5
6026,12.7,0.65,29.32,0.0155,12.7,0.39,28.53,0.0177,12.63,0.68,39.31,0.013,12.67,0.62,32.72,0.013,12.58,0.4,33.33,0.013,12.69,0.37,32.65,0.013,12.63,0.69,30.89,0.013,91.5
6027,12.7,0.65,34.51,0.0134,12.7,0.45,28.27,0.013,12.68,0.56,42.2,0.013,12.6,0.45,27.86,0.0213,12.64,0.7,33.0,0.014,12.66,0.85,29.34,0.013,12.61,0.47,32.61,0.0162,91.5
6028,12.62,0.44,28.24,0.0146,12.7,0.78,34.84,0.013,12.68,0.55,39.31,0.0146,12.63,0.31,32.53,0.013,12.7,0.69,29.99,0.0149,12.66,0.64,28.62,0.013,12.7,0.4,31.94,0.013,91.5
6029,12.6,0.79,30.07,0.0145,12.7,0.75,33.97,0.0176,12.7,0.89,41.97,0.0187,12.63,0.88,27.57,0.013,12.62,0.34,31.61,0.0135,12.62,0.84,28.69,0.0201,12.57,0.35,33.15,0.013,91.5
6030,12.67,0.5,28.11,0.0198,12.68,0.33,32.43,0.013,12.69,0.74,38.6,0.0137,12.68,0.49,32.76,0.0184,12.64,0.32,30.08,0.0216,12.64,0.32,30.32,0.0137,12.61,0.69,31.32,0.0216,91.5
6031,12.62,0.41,26.95,0.013,12.7,0.68,30.79,0.013,12.64,0.68,38.92,0.013,12.66,0.51,33.02,0.013,12.64,0.52,30.28,0.0152,12.59,0.45,29.91,0.0195,12.68,0.78,30.45,0.013,91.5
6032,12.68,0.7,29.05,0.013,12.7,0.64,33.68,0.018,12.7,0.6,38.77,0.013,12.63,0.81,30.43,0.013,12.7,0.45,28.79,0.013,12.68,0.58,27.41,0.013,12.66,0.37,31.19,0.013,91.5
6033,12.7,0.54,27.65,0.0134,12.7,0.52,32.65,0.0193,12.7,0.88,38.92,0.013,12.64,0.53,31.85,0.013,12.66,0.46,29.28,0.0167,12.65,0.4,31.13,0.013,12.53,0.83,30.05,0.0191,91.5
6034,12.66,0.89,34.92,0.013,12.67,0.39,31.4,0.0175,12.63,0.88,39.74,0.013,12.57,0.39,33.33,0.013,12.61,0.6,31.01,0.013,12.53,0.87,31.02,0.013,12.6,0.67,30.19,0.013,91.5
6035,12.63,0.4,33.07,0.0141,12.65,0.84,33.25,0.013,12.68,0.55,39.03,0.0222,12.7,0.76,32.05,0.0142,12.7,0.59,29.55,0.013,12.64,0.89,32.14,0.013,12.59,0.54,30.21,0.025,91.5
6036,12.7,0.71,27.01,0.013,12.66,0.39,28.0,0.0151,12.62,0.73,40.7,0.013,12.65,0.46,31.36,0.0145,12.63,0.55,31.31,0.013,12.63,0.81,31.91,0.013,12.55,0.53,34.67,0.0162,91.5
6037,12.7,0.35,28.81,0.013,12.7,0.59,33.94,0.0194,12.7,0.35,39.13,0.0181,12.6,0.4,32.94,0.0142,12.62,0.39,34.47,0.013,12.7,0.47,29.68,0.013,12.64,0.74,32.55,0.013,91.5
6038,12.62,0.57,32.44,0.0233,12.7,0.81,27.89,0.0233,12.7,0.81,40.56,0.0156,12.6,0.75,29.13,0.013,12.61,0.67,30.59,0.0217,12.59,0.63,28.92,0.019,12.66,0.48,27.55,0.013,91.5
6039,12.7,0.52,30.29,0.013,12.7,0.56,34.16,0.013,12.65,0.79,38.25,0.0199,12.7,0.33,28.4,0.0137,12.61,0.71,28.19,0.013,12.62,0.6,34.07,0.0137,12.58,0.34,33.28,0.0204,91.5
6040,12.7,0.88,33.68,0.013,12.67,0.35,28.73,0.013,12.65,0.67,38.68,0.025,12.65,0.33,29.87,0.0172,12.57,0.68,27.56,0.0172,12.6,0.72,32.16,0.0135,12.56,0.61,31.22,0.013,91.5
6041,12.7,0.88,31.03,0.013,12.67,0.75,30.05,0.0147,12.67,0.5,40.28,0.0183,12.63,0.69,31.71,0.0162,12.6,0.3,30.83,0.0159,12.6,0.55,27.84,0.013,12.59,0.44,30.23,0.013,91.5
6042,12.7,0.64,32.3,0.0182,12.68,0.58,32.99,0.013,12.67,0.5,40.01,0.0149,12.67,0.51,31.27,0.0161,12.62,0.55,27.52,0.0218,12.59,0.3,33.41,0.013,12.58,0.6,34.65,0.013,91.5
6043,12.7,0.76,31.83,0.019,12.62,0.67,27.85,0.013,12.66,0.62,42.09,0.0197,12.7,0.5,27.43,0.013,12.7,0.84,34.07,0.0136,12.7,0.61,28.15,0.0159,12.62,0.6,30.19,0.015,91.5
6044,12.68,0.72,32.15,0.013,12.66,0.68,34.86,0.0156,12.67,0.85,42.01,0.0186,12.7,0.63,27.77,0.0241,12.68,0.59,33.4,0.013,12.59,0.64,33.47,0.0176,12.58,0.32,29.07,0.0169,91.5
6045,12.7,0.82,28.76,0.013,12.66,0.36,33.07,0.0181,12.62,0.81,39.22,0.0148,12.55,0.68,33.72,0.0194,12.7,0.68,29.45,0.013,12.7,0.59,34.01,0.0148,12.49,0.46,30.73,0.013,91.5
6046,12.68,0.83,30.05,0.0141,12.7,0.68,29.01,0.0158,12.62,0.66,41.53,0.0133,12.64,0.67,27.82,0.0192,12.66,0.38,29.57,0.0161,12.62,0.75,28.91,0.0189,12.65,0.83,28.46,0.0152,91.5
6047,12.7,0.34,27.42,0.013,12.7,0.44,34.13,0.0181,12.62,0.56,38.08,0.0162,12.67,0.44,34.31,0.0195,12.7,0.84,31.91,0.013,12.64,0.69,29.16,0.013,12.58,0.34,29.35,0.0154,91.5
6048,12.7,0.75,31.66,0.013,12.63,0.48,27.35,0.0178,12.68,0.56,41.44,0.0168,12.63,0.4,29.67,0.0156,12.64,0.54,27.1,0.013,12.65,0.68,31.42,0.0165,12.51,0.64,34.36,0.013,91.5
6049,12.63,0.61,30.64,0.013,12.61,0.67,27.04,0.0145,12.7,0.42,39.88,0.013,12.66,0.3,32.97,0.017,12.7,0.5,29.99,0.0172,12.58,0.3,32.71,0.0164,12.55,0.9,29.19,0.0139,91.5
6050,12.66,0.34,33.11,0.013,12.62,0.73,29.7,0.0149,12.7,0.69,41.07,0.0178,12.68,0.77,33.26,0.013,12.67,0.39,33.18,0.0211,12.63,0.9,32.28,0.0155,12.57,0.51,31.14,0.013,91.5
6051,12.7,0.47,28.53,0.013,12.7,0.71,27.8,0.0214,12.7,0.61,40.12,0.0139,12.64,0.56,32.35,0.013,12.68,0.59,28.97,0.0156,12.63,0.4,26.98,0.013,12.59,0.84,31.57,0.0165,91.5
6052,12.7,0.8,30.49,0.013,12.62,0.46,33.56,0.0169,12.63,0.31,41.56,0.025,12.68,0.77,33.17,0.013,12.67,0.57,31.17,0.0151,12.63,0.82,28.08,0.0137,12.59,0.62,28.84,0.013,91.5
6053,12.68,0.81,28.41,0.019,12.7,0.73,29.99,0.0172,12.7,0.81,40.07,0.013,12.6,0.57,30.85,0.0182,12.64,0.53,30.47,0.0174,12.65,0.53,33.2,0.013,12.69,0.38,34.06,0.0183,91.5
6054,12.7,0.78,31.87,0.013,12.7,0.66,31.99,0.0143,12.68,0.67,39.23,0.013,12.61,0.53,28.85,0.013,12.62,0.71,27.68,0.013,12.57,0.37,28.56,0.0197,12.61,0.43,27.53,0.021,91.5
6055,12.7,0.9,33.76,0.0184,12.67,0.69,33.49,0.013,12.7,0.42,41.93,0.013,12.7,0.9,34.82,0.013,12.65,0.82,33.31,0.013,12.63,0.66,31.09,0.013,12.58,0.73,27.22,0.0169,91.5
6056,12.7,0.88,33.05,0.0131,12.63,0.88,28.23,0.013,12.7,0.74,38.64,0.0184,12.69,0.54,29.78,0.013,12.64,0.61,32.26,0.0182,12.63,0.46,27.71,0.0135,12.51,0.55,33.29,0.0191,91.5
6057,12.7,0.32,34.61,0.013,12.7,0.46,34.76,0.0148,12.7,0.64,39.99,0.013,12.7,0.81,27.08,0.015,12.7,0.53,29.0,0.013,12.69,0.34,27.63,0.0236,12.64,0.51,27.7,0.013,91.5
6058,12.7,0.52,34.67,0.013,12.7,0.7,32.18,0.0194,12.64,0.51,38.53,0.013,12.69,0.69,28.31,0.013,12.59,0.73,34.3,0.013,12.54,0.42,33.61,0.013,12.54,0.35,28.24,0.0164,91.5
6059,12.7,0.3,33.18,0.0188,12.7,0.64,27.49,0.0215,12.66,0.41,38.45,0.013,12.7,0.41,29.22,0.013,12.7,0.7,29.44,0.018,12.58,0.6,29.31,0.0176,12.64,0.52,29.16,0.0183,91.5
6060,12.7,0.46,29.25,0.0136,12.67,0.55,31.39,0.013,12.67,0.51,38.21,0.0178,12.65,0.5,32.54,0.013,12.6,0.48,30.69,0.013,12.52,0.36,29.92,0.013,12.58,0.43,31.09,0.0146,91.5
6061,12.7,0.46,28.85,0.013,12.7,0.79,34.01,0.0188,12.68,0.56,39.13,0.013,12.59,0.58,28.53,0.0152,12.67,0.44,29.95,0.013,12.55,0.57,29.21,0.013,12.55,0.48,34.19,0.0189,91.5
6062,12.7,0.6,30.58,0.0149,12.7,0.49,34.23,0.013,12.69,0.64,41.18,0.0149,12.61,0.81,34.21,0.013,12.58,0.87,31.01,0.013,12.68,0.64,29.44,0.0131,12.59,0.65,28.35,0.0172,91.5
6063,12.68,0.8,34.84,0.013,12.7,0.67,32.98,0.0148,12.7,0.9,40.96,0.0134,12.7,0.42,31.92,0.013,12.54,0.45,29.51,0.0182,12.62,0.64,34.32,0.013,12.64,0.62,32.42,0.0246,91.5
6064,12.7,0.76,30.33,0.0133,12.63,0.68,34.73,0.0182,12.67,0.3,41.44,0.0187,12.7,0.44,32.47,0.0145,12.59,0.39,32.19,0.013,12.67,0.84,34.23,0.013,12.58,0.9,34.96,0.0159,91.5
6065,12.7,0.63,28.54,0.0142,12.7,0.55,30.96,0.0233,12.65,0.51,39.15,0.0154,12.7,0.38,31.97,0.013,12.62,0.41,31.67,0.013,12.66,0.3,30.85,0.0133,12.64,0.82,30.98,0.013,91.5
6066,12.69,0.9,34.6,0.0191,12.7,0.54,30.19,0.013,12.68,0.46,39.95,0.0208,12.7,0.75,29.54,0.0136,12.54,0.56,32.94,0.0234,12.61,0.53,29.89,0.013,12.62,0.54,28.72,0.013,91.5
6067,12.66,0.55,30.12,0.013,12.7,0.39,28.78,0.013,12.64,0.85,40.64,0.013,12.67,0.53,28.94,0.0137,12.7,0.44,30.93,0.013,12.62,0.38,33.73,0.013,12.66,0.35,32.83,0.0146,91.5
6068,12.7,0.78,32.6,0.0159,12.7,0.46,30.68,0.0219,12.7,0.52,39.44,0.013,12.7,0.35,32.37,0.013,12.64,0.82,32.65,0.0173,12.67,0.71,29.26,0.0143,12.62,0.82,28.01,0.013,91.5
